id,is_appartment,area,added_time,bedrooms,new_building,postcode,advertiser,foto_amount,subtype,energy_value,energy_label,province
tr4147,False,170.0,132874910,3.0,0,9000,Solvas,12.0,Woning,492.0,e,Oost-Vlaanderen
tr978,True,132.0,129705990,3.0,1,1500,Living Stone Dilbeek,10.0,Appartement,65.0,a,Vlaams-Brabant
tr7313,True,120.0,128070812,2.0,0,1090,Easy Home Immo Brabant Wallon,31.0,Duplex,260.0,e,Hoofdstedelijk Gewest Brussel
tr15642,True,156.0,142484815,3.0,1,9820,Landbergh ,10.0,Appartement,65.0,a,Oost-Vlaanderen
tr17401,False,153.0,131961830,3.0,1,3945,Immo Van Hees,4.0,Woning,15.0,a,Limburg
tr9779,True,60.0,139450941,1.0,0,2600,habicom vastgoed & advies,16.0,Appartement,103.0,b,Antwerpen
tr13821,True,95.0,141249535,2.0,0,9940,GROEP DE MEYER,29.0,Appartement,150.0,b,Oost-Vlaanderen
tr23343,True,84.0,106471149,2.0,0,1140,Metris Immo,8.0,Appartement,115.0,c,Hoofdstedelijk Gewest Brussel
tr5032,True,160.0,125536246,3.0,0,3680,NICOLE JANSSEN,26.0,Appartement,134.0,b,Limburg
tr17668,True,85.0,141029061,2.0,1,3390,Living Stone Aarschot,22.0,Appartement,40.0,a,Vlaams-Brabant
tr10905,True,106.0,136613827,3.0,0,2610,Heylen Vastgoed - Antwerpen 't Zand,15.0,Appartement,157.0,b,Antwerpen
tr23955,False,200.0,93492321,4.0,0,7520,Picq Invest,34.0,Woning,225.0,c,Henegouwen
tr13281,False,158.0,143091965,3.0,0,2340,Heylen Vastgoed - Oostmalle,25.0,Eengezinswoning,336.0,d,Antwerpen
tr18090,False,225.0,141526099,4.0,0,9170,Van Hoye Vastgoed,15.0,Woning,440.0,e,Oost-Vlaanderen
tr17740,True,50.0,138182358,1.0,0,6210,TRIOR Nivelles,13.0,Appartement,150.0,b,Henegouwen
tr11908,False,65.0,139137078,1.0,0,8500,Immo LVB Vandenbulcke bvba,10.0,Gemengd gebruik,260.0,c,West-Vlaanderen
tr17830,False,170.0,132992143,3.0,0,9800,BVBA Vastgoed Rik Schepens,22.0,Woning,22.0,a,Oost-Vlaanderen
tr1937,True,72.0,104340057,1.0,1,3900,ERA Carl Tournier (Lommel),7.0,Appartement,65.0,a,Limburg
tr4690,False,202.0,139032692,0.0,1,8980,Minthus,21.0,Villa,30.0,a,West-Vlaanderen
tr10249,True,94.0,118733496,3.0,0,2890,Vastgoed Michoel,28.0,Appartement,88.0,a,Antwerpen
tr896,False,253.0,123321396,5.0,0,1457,Génération Immo ,32.0,Eengezinswoning,240.0,c,Waals-Brabant
tr7309,False,144.0,141436199,4.0,1,3960,Kepler Development,22.0,Eengezinswoning,-15.0,a,Limburg
tr21337,True,80.0,142408679,2.0,0,3511,Hero Vastgoed,15.0,Appartement,138.0,b,Limburg
tr7929,False,134.0,142387901,3.0,0,8800,Hectaar NV,9.0,Woning,65.0,a,West-Vlaanderen
tr24662,False,379.0,142934332,5.0,0,3471,Unknown,67.0,Kangoeroewoning,240.0,c,Vlaams-Brabant
tr14601,False,153.0,135505936,3.0,1,2460,Sublimmo Vastgoed,20.0,Eengezinswoning,0.0,a,Antwerpen
tr23777,False,132.0,141883113,3.0,0,8200,Immo Dereeper,20.0,Bungalow,355.0,d,West-Vlaanderen
tr18918,False,192.0,140929200,4.0,1,9052,Landbergh ,19.0,Woning,65.0,a,Oost-Vlaanderen
tr7680,False,85.0,138588101,2.0,0,3110,JANSSEN EN JANSSEN Tremelo (Vlaams-Brabant),16.0,Woning,722.0,f,Vlaams-Brabant
tr10133,False,130.0,142138718,3.0,0,8710,Smart Houses,23.0,Woning,174.0,b,West-Vlaanderen
tr18363,False,200.0,129105513,4.0,0,1800,Ring Consult,18.0,Gemengd gebruik,283.0,c,Vlaams-Brabant
tr11395,True,110.0,137641906,2.0,0,8370,Immo Francois - Blankenberge,21.0,Penthouse,184.0,b,West-Vlaanderen
tr13879,True,209.0,115786697,5.0,0,9900,Aclea,34.0,Appartementsgebouw,65.0,a,Oost-Vlaanderen
tr19190,False,213.4,143180158,3.0,0,1750,NB-Projects,5.0,Woning,339.0,d,Vlaams-Brabant
tr729,False,154.0,136418610,3.0,1,3680,Johan Telen Vastgoed,7.0,Woning,65.0,a,Limburg
tr7236,False,310.0,134804781,5.0,0,3970,IMMO B,14.0,Woning,383.0,d,Limburg
tr8268,False,176.0,133625799,3.0,1,6940,ERA B-Lux (Marche-en-Famenne),5.0,Eengezinswoning,65.0,a,Luxemburg
tr18246,True,83.5,142725482,2.0,1,8800,PANORAMA Brugge,11.0,Appartement,65.0,a,West-Vlaanderen
tr15934,False,301.0,118351997,4.0,0,3720,Anouk Van Gutschoven,34.0,Villa,360.0,d,Limburg
tr20301,True,95.0,141296543,2.0,1,2640,Habicom Mortsel,9.0,Appartement,65.0,a,Antwerpen
tr14248,False,236.0,142744457,3.0,0,3700,Immowel Invest BV,34.0,Eengezinswoning,214.0,c,Limburg
tr22864,False,130.0,141184092,2.0,0,3350,Co immo Glabbeek,45.0,Woning,329.0,d,Vlaams-Brabant
tr10775,False,200.0,128584742,3.0,0,1470,Immobilière Daloze,25.0,Woning,402.0,e,Waals-Brabant
tr17383,False,150.0,142656884,3.0,0,3980,Vestio,26.0,Woning,291.0,c,Limburg
tr18716,False,98.0,141548569,2.0,0,7380,Nomad immo,11.0,Woning,458.0,f,Henegouwen
tr17271,False,453.0,132136218,0.0,0,9900,Aclea,34.0,Herenhuis,643.0,f,Oost-Vlaanderen
tr7296,True,67.6,122628858,1.0,0,2800,Revive,9.0,Appartement,166.0,d,Antwerpen
tr11626,True,98.46,122008823,2.0,1,3960,Immosign+ BV,6.0,Appartement,0.0,a,Limburg
tr1393,False,100.0,120095241,0.0,0,3660,Immo Bongaerts,44.0,Woning,306.0,d,Limburg
tr3576,False,229.0,142497999,2.0,0,1770,Locals vastgoed,22.0,Gemengd gebruik,473.0,e,Vlaams-Brabant
tr9101,True,122.7,138814530,2.0,0,2400,Immo Van Hees,5.0,Appartement,166.0,d,Antwerpen
tr5447,True,75.0,122630996,1.0,0,1190,Property one,10.0,Appartement,300.0,f,Hoofdstedelijk Gewest Brussel
tr26906,True,103.0,141892449,2.0,1,9940,Immo Da Vinci Gent,15.0,Appartement,65.0,a,Oost-Vlaanderen
tr16279,False,104.0,142581029,2.0,0,8400,Smart Houses,15.0,Woning,125.0,b,West-Vlaanderen
tr24294,False,250.0,141445544,3.0,0,2900,Heylen Exclusief,31.0,Villa,252.0,c,Antwerpen
tr22152,False,198.0,143063793,0.0,0,8900,Minthus,17.0,Woning,456.0,e,West-Vlaanderen
tr14950,True,82.0,141897034,3.0,0,8450,Altro Brugge,20.0,Appartement,73.0,a,West-Vlaanderen
tr24345,False,200.0,124695254,4.0,1,2520,Immo point Topo,19.0,Woning,65.0,a,Antwerpen
tr15569,True,118.0,143016427,2.0,1,3272,DOCKX IMMO,8.0,Serviceflat,30.0,a,Vlaams-Brabant
tr14611,True,98.92,140821938,2.0,1,8660,Caenen - Kantoor De Panne,8.0,Appartement,65.0,a,West-Vlaanderen
tr1872,True,94.4,125464365,2.0,1,3630,NICOLE JANSSEN,12.0,Appartement,65.0,a,Limburg
tr8225,False,268.0,131523378,8.0,0,7850,ERA Welchome (Enghien),28.0,Gemengd gebruik,442.0,f,Henegouwen
tr23951,False,253.0,133425698,5.0,0,1050,By the Way Immo Louise,7.0,Gemengd gebruik,293.0,f,Hoofdstedelijk Gewest Brussel
tr810,True,77.0,135760780,2.0,0,8530,Nele Tassaert Immobiliën,18.0,Appartement,110.0,b,West-Vlaanderen
tr4820,True,88.0,137776698,2.0,0,8790,ERA Bossuyt (Waregem),16.0,Appartement,120.0,b,West-Vlaanderen
tr25480,False,195.3,142748840,3.0,0,8790,NB-Projects,5.0,Woning,339.0,d,West-Vlaanderen
tr12296,False,137.0,129685043,3.0,0,7700,Max'Invest,14.0,Woning,333.0,d,Henegouwen
tr25929,False,100.0,121801316,2.0,0,9080,Lo-Immo,17.0,Woning,328.0,d,Oost-Vlaanderen
tr27016,False,130.0,137203897,3.0,0,3590,Xavier VOETS,34.0,Woning,783.0,f,Limburg
tr10454,False,190.0,142489163,4.0,1,3511,Dewaele - Hasselt verkoop,9.0,Woning,65.0,a,Limburg
tr9180,False,220.0,141374728,5.0,0,1000,RESIDENCY,18.0,Woning,333.0,f,Hoofdstedelijk Gewest Brussel
tr23976,True,166.9,141984167,3.0,1,9600,Office Ronse,7.0,Appartement,65.0,a,Oost-Vlaanderen
tr24524,False,160.0,137663839,3.0,0,1770,Topo Immo Denderhoutem,30.0,Bungalow,222.0,c,Vlaams-Brabant
tr15204,False,488.0,120120749,9.0,0,3580,ERA Nobis (Genk),21.0,Vakantiewoning,455.0,e,Limburg
tr4508,True,91.0,143023235,2.0,0,3800,De Woonmakers,35.0,Appartement,113.0,b,Limburg
tr2640,False,183.0,142139958,3.0,1,8560,ERA @t Home (Geluwe),18.0,Woning,65.0,a,West-Vlaanderen
tr14335,False,200.0,142489819,5.0,0,8800,Vastgoed Debeuckelaere,17.0,Woning,28.0,a,West-Vlaanderen
tr25577,False,220.0,103947845,3.0,0,4560,Ebimmo,19.0,Woning,456.0,f,Luik
tr25092,False,154.0,143177662,3.0,1,8800,All-Bouw,5.0,Villa,10.0,a,West-Vlaanderen
tr7855,True,59.91,140943749,1.0,1,2300,Heylen Vastgoed - Turnhout,14.0,Appartement,65.0,a,Antwerpen
tr20847,False,315.0,142067139,6.0,0,9308,Kurtimmo,25.0,Woning,395.0,d,Oost-Vlaanderen
tr14318,False,315.0,143176459,5.0,0,3300,Jes Vastgoed,30.0,Villa,472.0,e,Vlaams-Brabant
tr147,False,166.0,138851742,3.0,1,8000,Hectaar NV,10.0,Woning,65.0,a,West-Vlaanderen
tr22929,False,167.0,136913890,3.0,0,3071,A Property & Pelsmaekers,22.0,Woning,339.0,d,Vlaams-Brabant
tr2038,False,238.0,142726632,3.0,0,3940,Idealis Vastgoed,48.0,Villa,37.0,a,Limburg
tr25036,False,128.0,141806915,2.0,0,3630,Jemar.be,23.0,Woning,1008.0,f,Limburg
tr1169,False,114.0,112394475,3.0,1,3472,BO & MIE bv,30.0,Woning,65.0,a,Vlaams-Brabant
tr11726,True,123.0,142044687,2.0,0,3830,HET IMMOHUIS,29.0,Penthouse,53.0,a,Limburg
tr2055,True,70.0,138944143,1.0,0,8670,Immo Europe Koksijde,9.0,Appartement,370.0,d,West-Vlaanderen
tr20215,True,100.0,139047788,2.0,0,2930,DVA Real Estate,25.0,Appartement,162.0,b,Antwerpen
tr10847,True,54.0,138168334,1.0,0,8400,Vastgoed Naessens BVBA,18.0,Appartement,173.0,b,West-Vlaanderen
tr12716,False,395.0,121703001,2.0,0,3980,Immo Tessenderlo,39.0,Villa-landhuis,265.0,c,Limburg
tr20894,False,174.0,133685949,4.0,1,9450,Immo De Ras,4.0,Woning,65.0,a,Oost-Vlaanderen
tr3440,True,117.0,136450809,2.0,0,1000,Skyline Renting Services,14.0,Appartement,54.0,b,Hoofdstedelijk Gewest Brussel
tr24658,False,181.0,128551891,3.0,1,3600,Bouwbedrijf Ruelens & Partners,12.0,Woning,65.0,a,Limburg
tr25385,False,199.0,141206056,4.0,0,9550,Immo De Ras,27.0,Woning,1032.0,f,Oost-Vlaanderen
tr7091,False,255.0,141177259,0.0,0,8840,Minthus,16.0,Woning,356.0,d,West-Vlaanderen
tr4375,True,97.0,137983169,2.0,0,1410,Braxel,20.0,Appartement,81.0,a,Waals-Brabant
tr10646,True,105.0,131062704,3.0,1,3570,HET IMMOHUIS,6.0,Penthouse,65.0,a,Limburg
tr18221,True,100.0,133326673,0.0,0,3500,IMMO LIMBURGS VASTGOED,21.0,Appartement,184.0,b,Limburg
tr19966,True,32.0,136952717,1.0,0,3000,Immo Jan Stas,12.0,Appartement,80.0,a,Vlaams-Brabant
tr273,True,93.0,136970999,2.0,1,8610,VICUS VASTGOED,16.0,Appartement,65.0,a,West-Vlaanderen
tr13026,True,82.0,131520258,1.0,0,2060,Hans Vastgoed,9.0,Appartement,20.0,a,Antwerpen
tr8461,False,168.0,134725409,3.0,0,3530,Groep Aathos,24.0,Woning,419.0,e,Limburg
tr18483,False,146.0,136538766,3.0,0,5190,Team Construct,5.0,Woning,339.0,d,Namen
tr12353,False,207.0,138266968,5.0,0,6690,SCHMIDTIMMO,19.0,Woning,297.0,d,Luxemburg
tr26762,False,257.19,141377778,3.0,0,1600,IMMO PICKÉ,22.0,Villa,272.0,c,Vlaams-Brabant
tr9030,False,215.0,141463763,3.0,0,2431,Immo De Groot & Celen BV,24.0,Woning,210.0,c,Antwerpen
tr26627,False,172.07,137823309,3.0,0,9960,NB-Projects,5.0,Woning,339.0,d,Oost-Vlaanderen
tr3822,True,52.39,139795827,1.0,1,8434,AGENCE SISSAU NV,3.0,Appartement,30.0,a,West-Vlaanderen
tr13966,True,57.0,137828798,1.0,0,1930,We Invest Zaventem,14.0,Serviceflat,96.0,a,Vlaams-Brabant
tr15832,False,130.0,141252408,3.0,0,8560,Vastgoed Canniere,17.0,Woning,159.0,b,West-Vlaanderen
tr10023,False,180.0,142846290,4.0,0,2222,Vastgoedhuys,25.0,Woning,577.0,f,Antwerpen
tr4360,False,230.0,141618055,3.0,0,2980,Consensus bv,21.0,Woning,119.0,b,Antwerpen
tr548,False,145.0,95508245,3.0,0,3300,LTC Vastgoedadvies BVBA,27.0,Woning,311.0,d,Vlaams-Brabant
tr19696,False,161.0,135940809,2.0,0,2140,Bolt Immo Antwerpen,28.0,Woning,346.0,d,Antwerpen
tr8527,False,222.0,135730143,6.0,0,9060,i-Moov,14.0,Woning,332.0,d,Oost-Vlaanderen
tr11747,False,246.0,141365104,4.0,0,8500,M VASTGOED - HEULE,25.0,Villa,150.0,b,West-Vlaanderen
tr15283,False,157.0,142961126,3.0,0,6730,Double V Immo,20.0,Woning,328.0,d,Luxemburg
tr9349,False,217.0,135245972,5.0,0,4101,Group Skyimmo,34.0,Eengezinswoning,228.0,c,Luik
tr13783,True,110.0,132440085,3.0,0,9000,CDF & Co Vastgoedmakelaars NV,10.0,Appartement,241.0,c,Oost-Vlaanderen
tr26964,True,122.2,143019425,2.0,1,4800,CD CONSULT,27.0,Appartement,61.0,a,Luik
tr15577,False,130.0,132217782,3.0,0,4821,WOLFS L'Immobilière,22.0,Woning,436.0,f,Luik
tr7587,True,110.9,87472063,2.0,0,3970,Savemak Vastgoed,6.0,Gelijkvloers app.,194.0,d,Limburg
tr17367,True,71.0,115372636,2.0,0,3300,LTC Vastgoedadvies BVBA,19.0,Appartement,147.0,b,Vlaams-Brabant
tr15373,True,33.0,140935632,0.0,0,8380,Colpin Heist,7.0,Studio,107.0,b,West-Vlaanderen
tr25886,False,202.0,135143354,4.0,0,8870,Bordes,33.0,Woning,364.0,d,West-Vlaanderen
tr11813,False,278.0,141556713,4.0,1,3945,Het Vastgoedkantoor Beringen,11.0,Eengezinswoning,65.0,a,Limburg
tr6661,True,118.0,138266732,3.0,1,2260,Immo De Groot & Celen BV,5.0,Appartement,65.0,a,Antwerpen
tr24161,False,101.0,131746231,2.0,0,9690,Immo Roman - Kantoor Kluisbergen,16.0,Woning,288.0,c,Oost-Vlaanderen
tr8253,False,220.0,135747276,4.0,0,1430,Best Partner Tubize,16.0,Woning,390.0,e,Waals-Brabant
tr12690,False,154.0,124512906,3.0,1,3960,Immoké,6.0,Woning,65.0,a,Limburg
tr23589,True,180.0,142323641,2.0,0,3980,Vastgoedhuys  Laakdal,30.0,Appartement,198.0,b,Limburg
tr20737,False,122.0,140341238,3.0,0,3980,Immo VL Tessenderlo,12.0,Woning,65.0,a,Limburg
tr2991,True,195.0,137704112,3.0,0,8500,Dewaele - Kortrijk,21.0,Appartement,145.0,b,West-Vlaanderen
tr16574,True,243.5,131261456,7.0,0,2800,Living Stone Mechelen,26.0,Appartement,229.0,c,Antwerpen
tr13454,True,100.0,134859262,3.0,0,8560,Habitat Wevelgem,15.0,Appartement,185.0,b,West-Vlaanderen
tr24447,False,100.0,126660480,4.0,0,9080,Immo-Home,24.0,Woning,749.0,f,Oost-Vlaanderen
tr2675,False,154.0,135660778,3.0,0,8810,MEULEMAN VASTGOED,30.0,Villa,290.0,c,West-Vlaanderen
tr23601,False,250.0,138306434,2.0,0,3960,Kasper & Kent,30.0,Woning,196.0,b,Limburg
tr19678,False,386.0,126253886,4.0,0,2340,ERA NOORD (Beerse),20.0,Villa,146.0,b,Antwerpen
tr9400,False,154.0,136603456,3.0,1,8970,Simoen & Vermeulen N.V.,5.0,Rijwoning,0.0,a,West-Vlaanderen
tr24160,False,300.0,131058038,3.0,0,3511,Sensimmo,7.0,Pastorijwoning,106.0,c,Limburg
tr21853,True,104.0,140605979,2.0,0,1780,VMV Vastgoed,11.0,Appartement,148.0,b,Vlaams-Brabant
tr617,False,190.0,127010220,3.0,0,3920,Immo Novas,47.0,Woning,244.0,c,Limburg
tr20016,False,180.0,142132913,3.0,1,8972,Habitat Poperinge,23.0,Villa,65.0,a,West-Vlaanderen
tr17916,False,203.0,141614279,3.0,1,3900,De Vastgoedspecialist,15.0,Woning,65.0,a,Limburg
tr4511,False,658.0,129973799,3.0,0,9772,Axel Lenaerts Makelaars Oudenaarde,21.0,Woning,240.0,c,Oost-Vlaanderen
tr19497,False,98.0,86373143,2.0,0,4540,Ebimmo,20.0,Woning,501.0,f,Luik
tr18871,False,98.0,138134923,2.0,0,8530,Immostad,6.0,Woning,337.0,d,West-Vlaanderen
tr21546,True,63.0,135392541,1.0,0,8620,Immo Eecke,14.0,Appartement,454.0,e,West-Vlaanderen
tr3304,True,105.0,136417593,2.0,1,3800,RT VASTGOED BV,4.0,Appartement,65.0,a,Limburg
tr6758,True,64.0,128049651,2.0,0,2000,Heylen Vastgoed - Antwerpen 't Zand,18.0,Appartement,262.0,c,Antwerpen
tr1504,True,95.7,142574641,2.0,0,2300,Heylen Vastgoed - Turnhout,18.0,Appartement,166.0,d,Antwerpen
tr9043,True,148.8,121322833,3.0,0,3650,Jemar.be,6.0,Penthouse,160.0,d,Limburg
tr17971,False,160.0,142157773,4.0,0,4100,Group Skyimmo,25.0,Eengezinswoning,339.0,d,Luik
tr25885,False,162.0,135901430,3.0,1,8200,Correct Vastgoed - Brugge,16.0,Woning,65.0,a,West-Vlaanderen
tr15074,False,138.0,121070907,4.0,0,9220,JANSSEN EN JANSSEN Hamme,15.0,Woning,360.0,d,Oost-Vlaanderen
tr11154,True,117.4,52917569,3.0,1,5100,Immobilière Hendrix Wavre,9.0,Appartement,65.0,a,Namen
tr4246,False,155.0,142057081,3.0,0,3583,Swevers Real Estate,39.0,Woning,129.0,b,Limburg
tr24153,True,83.0,142573017,3.0,0,2100,Heylen Vastgoed - Deurne,12.0,Appartement,150.0,b,Antwerpen
tr8845,False,164.9,138859407,3.0,0,8750,NB-Projects,5.0,Woning,339.0,d,West-Vlaanderen
tr4444,False,200.0,136711371,4.0,0,3454,Horse Immo,46.0,Woning,555.0,f,Vlaams-Brabant
tr12081,True,81.0,138045934,2.0,0,2100,One Vastgoed - Deurne,13.0,Appartement,157.0,b,Antwerpen
tr16835,True,158.0,143074710,3.0,1,9100,Immo De Prins,14.0,Duplex,65.0,a,Oost-Vlaanderen
tr26886,True,63.5,118207753,1.0,0,2000,JANSSEN EN JANSSEN Lille,14.0,Appartement,53.0,a,Antwerpen
tr23587,False,223.0,141463133,4.0,0,3060,Home Consult Tervuren,31.0,Eengezinswoning,240.0,c,Vlaams-Brabant
tr22375,True,70.0,137064115,1.0,1,9820,Axel Lenaerts makelaars Gent,13.0,Appartement,61.0,a,Oost-Vlaanderen
tr12218,True,101.0,137632708,2.0,1,9300,Era projects,17.0,Gelijkvloers app.,65.0,a,Oost-Vlaanderen
tr8617,False,174.0,143180404,3.0,0,9900,NB-Projects,5.0,Woning,339.0,d,Oost-Vlaanderen
tr4821,False,154.0,139460911,3.0,0,9800,Immo De Meester - Kantoor Deinze,12.0,Woning,468.0,e,Oost-Vlaanderen
tr25660,False,154.0,141165343,3.0,1,8851,All-Bouw,4.0,Villa,65.0,a,West-Vlaanderen
tr24706,False,170.0,137574058,4.0,0,8510,DL Groupe - Kortrijk 056,21.0,Woning,360.0,d,West-Vlaanderen
tr13896,False,90.0,137578735,3.0,0,4420,Group Skyimmo,18.0,Eengezinswoning,337.0,d,Luik
tr24512,False,320.0,141378938,3.0,0,3053,LED-on-IMMO,31.0,Woning,98.0,a,Vlaams-Brabant
tr25149,False,175.0,109816198,4.0,1,4140,Estate & Value,13.0,Villa,44.0,a,Luik
tr20449,False,217.0,138765328,4.0,0,3930,Wendy GEUSENS,30.0,Woning,550.0,f,Limburg
tr11954,True,63.0,139032041,2.0,0,8301,ADW immo,19.0,Appartement,182.0,b,West-Vlaanderen
tr21848,False,80.0,98236752,3.0,0,3530,Erik Bessems Makelaardij BV,24.0,Vakantiewoning,519.0,f,Limburg
tr23071,False,66.0,130901724,3.0,0,5377,Ebimmo,17.0,Woning,667.0,g,Namen
tr15954,False,126.0,132820776,4.0,0,3990,Het Huiskantoor,14.0,Woning,651.0,f,Limburg
tr5337,False,230.0,141550670,4.0,0,3840,HET IMMOHUIS,22.0,Woning,499.0,e,Limburg
tr26860,True,110.0,123375672,2.0,0,3630,Immo Bongaerts,19.0,Appartement,203.0,c,Limburg
tr7141,True,76.0,142462408,2.0,0,7711,Howz - Agence immobilière,4.0,Duplex,4321.0,g,Henegouwen
tr2429,True,82.0,142356412,2.0,1,3290,Immo Diest,15.0,Appartement,65.0,a,Vlaams-Brabant
tr22065,False,140.0,120185167,1.0,0,2060,Bolt Immo Antwerpen,5.0,Gemengd gebruik,165.0,b,Antwerpen
tr1754,True,68.0,140400265,1.0,0,8400,Agence Eeckhout,15.0,Penthouse,237.0,c,West-Vlaanderen
tr11376,True,525.0,100809640,6.0,0,9700,Immo Nobels,32.0,Appartementsgebouw,177.0,b,Oost-Vlaanderen
tr19162,True,85.0,133496542,2.0,1,3270,HOMIÉS,6.0,Appartement,65.0,a,Vlaams-Brabant
tr12290,True,119.0,141875037,3.0,0,8890,Immo Derveaux,18.0,Appartement,167.0,b,West-Vlaanderen
tr26694,False,134.0,139032438,3.0,0,8510,M VASTGOED - HEULE,24.0,Woning,266.0,c,West-Vlaanderen
tr340,True,98.0,142699803,2.0,0,8820,De Brugse Databank,13.0,Appartement,146.0,b,West-Vlaanderen
tr24875,True,55.0,142741460,2.0,0,8670,Immo West,14.0,Appartement,232.0,c,West-Vlaanderen
tr11890,False,154.0,139821418,2.0,0,8460,MIN-US Vastgoed-Expert,12.0,Woning,1170.0,f,West-Vlaanderen
tr1345,True,38.0,142585961,1.0,0,1020,Perception Immobilière,12.0,Studio met slaaphoek,522.0,g,Hoofdstedelijk Gewest Brussel
tr26466,False,80.0,123131287,2.0,0,7800,Yelo Immo,21.0,Woning,375.0,e,Henegouwen
tr24449,True,101.0,136449267,2.0,1,3390,Living Stone Aarschot,8.0,Appartement,65.0,a,Vlaams-Brabant
tr3652,False,184.0,136358863,4.0,1,9860,DE GEYTER,12.0,Woning,0.0,a,Oost-Vlaanderen
tr16773,False,190.0,134945335,3.0,0,2870,TREVI AXUS VASTGOED,36.0,Woning,260.0,c,Antwerpen
tr21597,False,196.0,137909551,4.0,0,9120,Heylen Vastgoed - Waasland,18.0,Eengezinswoning,474.0,e,Oost-Vlaanderen
tr3012,False,114.0,138263491,3.0,0,1702,Living Stone Dilbeek,28.0,Woning,720.0,f,Vlaams-Brabant
tr6982,False,220.0,140342601,5.0,0,4020,WOLFS L'Immobilière,30.0,Woning,212.0,c,Luik
tr4103,False,199.0,120879336,4.0,1,9550,Bostoen,9.0,Woning,65.0,a,Oost-Vlaanderen
tr16373,False,194.0,143034888,3.0,1,9630,Ingimmo,21.0,Woning,29.0,a,Oost-Vlaanderen
tr18773,True,95.0,127898825,2.0,1,3800,De Woonmakers,10.0,Appartement,65.0,a,Limburg
tr23129,False,204.0,141287732,4.0,0,1050,Barnes Brussels,15.0,Woning,178.0,d,Hoofdstedelijk Gewest Brussel
tr23471,False,74.0,138142460,2.0,0,9032,Top Vastgoed,16.0,Woning,198.0,b,Oost-Vlaanderen
tr20655,False,200.0,142056828,4.0,0,8780,Henk DEKIERE,16.0,Rijwoning,172.0,b,West-Vlaanderen
tr20004,False,161.0,135404110,3.0,0,9250,Claves Vastgoed,16.0,Woning,645.0,f,Oost-Vlaanderen
tr9677,False,209.0,142687835,3.0,0,8730,PERSPECTIEF VASTGOED,19.0,Woning,341.0,d,West-Vlaanderen
tr8388,False,200.0,131861249,3.0,0,1332,Latour & Petit BIE Vente,13.0,Gemengd gebruik,317.0,d,Waals-Brabant
tr20661,True,98.0,142469099,2.0,0,8840,Image Immo bvba,5.0,Appartement,177.62,b,West-Vlaanderen
tr26156,True,98.0,141558183,2.0,0,8470,Residentie Vastgoed,9.0,Appartement,222.0,c,West-Vlaanderen
tr12455,True,98.0,141466908,2.0,0,2600,JURIMMO BVBA,17.0,Appartement,130.0,b,Antwerpen
tr24437,True,67.0,139113382,1.0,1,1070,ABOREAL,10.0,Appartement,65.0,a,Hoofdstedelijk Gewest Brussel
tr13394,True,158.0,135244514,3.0,1,3128,HOMIXX,20.0,Duplex,65.0,a,Vlaams-Brabant
tr25717,False,145.0,141946802,3.0,0,8870,Bordes,28.0,Woning,680.0,f,West-Vlaanderen
tr22647,False,144.0,132458736,4.0,1,3870,Kepler Development,19.0,Eengezinswoning,-15.0,a,Limburg
tr18089,False,191.0,142735908,3.0,0,2070,Hüsch Vastgoed,21.0,Woning,85.0,a,Oost-Vlaanderen
tr9155,True,230.0,142574249,5.0,0,2270,Heylen Vastgoed - Herentals,29.0,Appartement,232.0,c,Antwerpen
tr60,False,149.0,137299179,2.0,0,8870,Immo Francois - Izegem,12.0,Koppelwoning,247.0,c,West-Vlaanderen
tr1244,False,140.4,128501113,3.0,0,3640,Goyens Segers Vastgoed,2.0,Woning,339.0,d,Limburg
tr22222,True,110.0,140564517,3.0,0,8300,ADS BVBA,19.0,Appartement,215.0,c,West-Vlaanderen
tr5153,False,86.0,136099961,1.0,0,8930,Leonards Immobiliën,12.0,Woning,478.0,e,West-Vlaanderen
tr2350,False,344.0,141210802,3.0,0,9280,Immo Twins,32.0,Woning,356.0,d,Oost-Vlaanderen
tr15099,False,102.0,143022238,4.0,0,9050,Century 21 - Woonkantoor,7.0,Woning,451.0,e,Oost-Vlaanderen
tr2126,True,49.0,79266035,1.0,1,1410,IMMO DUSSART Waterloo,18.0,Appartement,174.0,c,Waals-Brabant
tr1528,True,55.0,142929748,1.0,0,9000,Immo Da Vinci Gent,11.0,Appartement,183.0,b,Oost-Vlaanderen
tr7640,True,107.0,138945693,3.0,0,9100,Woonhoek Vastgoed,18.0,Appartement,194.0,b,Oost-Vlaanderen
tr155,False,105.0,141793938,4.0,0,8434,Devuyst Vastgoed,38.0,Vakantiewoning,189.0,b,West-Vlaanderen
tr14585,False,210.0,142573909,3.0,0,2470,Heylen Vastgoed - Turnhout,17.0,Eengezinswoning,300.0,c,Antwerpen
tr484,True,25.0,137123996,0.0,0,8430,Dewaele - Middelkerke,11.0,Appartement,265.0,c,West-Vlaanderen
tr6141,False,158.0,140212882,3.0,1,2830,Hectaar NV,15.0,Woning,65.0,a,Antwerpen
tr12692,True,85.0,142588470,2.0,0,9340,Goeman Vastgoed Lede - Dendermonde,24.0,Appartement,296.0,c,Oost-Vlaanderen
tr24141,False,150.0,138336277,3.0,0,4160,Antoine Immobilier Nandrin,21.0,Woning,125.0,b,Luik
tr23564,True,162.5,120088091,3.0,1,2000,Walls Vastgoedmakelaars - Antwerpen,10.0,Appartement,65.0,a,Antwerpen
